process_date,article_download_date,valid_to_date,currency,url,title,generator_id,estimator_id,horizon_days,predicted_direction,predicted_magnitude,signal_confidence,start_index,end_index,actual_pct_change,actual_direction,realized
2026-02-24,2026-02-24,2026-02-27,USD,https://www.fxstreet.com/news/forex-today-us-dollar-firms-after-trumps-tariff-ruling-and-hawkish-fed-stance-202602242033,Forex Today: US Dollar firms after Trump’s tariff ruling and hawkish Fed stance,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,3,bullish,medium,0.9,100.0,100.0,0.0,neutral,False
2026-02-24,2026-02-24,2026-02-25,USD,https://www.fxstreet.com/news/usd-chf-price-forecast-tests-20-day-sma-as-franc-outperforms-202602242013,USD/CHF Price Forecast: Tests 20-day SMA as Franc outperforms,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,1,bullish,small,0.9,100.0,100.0,0.0,neutral,False
2026-02-24,2026-02-24,2026-02-27,USD,https://www.fxstreet.com/news/inr-cautious-relief-after-us-tariff-ruling-dbs-202602241943,INR: Cautious relief after US tariff ruling – DBS,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,3,bullish,small,0.9,100.0,100.0,0.0,neutral,False
2026-02-24,2026-02-24,2026-02-27,USD,https://www.fxstreet.com/news/gold-pulls-back-from-5-249-as-us-dollar-firms-on-fed-rhetoric-202602241900,"Gold pulls back from $5,249 as US Dollar firms on Fed rhetoric",keyword-sentiment-v1.1-standard,llm-horizon-v1-default,3,bearish,medium,0.9,100.0,100.0,0.0,neutral,False
2026-02-24,2026-02-24,2026-03-03,USD,https://www.fxstreet.com/news/usd-krw-range-trade-with-slight-downside-bias-ocbc-202602241828,USD/KRW: Range trade with slight downside bias – OCBC,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,7,bullish,medium,0.86,100.0,100.0,0.0,neutral,False
2026-02-24,2026-02-24,2026-03-03,USD,https://www.fxstreet.com/news/gbp-usd-rises-past-13500-as-bailey-hints-at-easing-us-dollar-firms-202602241633,GBP/USD rises past 1.3500 as Bailey hints at easing despite firmer US Dollar,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,7,bearish,medium,0.9,100.0,100.0,0.0,neutral,False
2026-02-24,2026-02-24,2026-03-03,USD,https://www.fxstreet.com/news/usd-jpy-advances-on-us-confidence-rebound-japanese-monetary-policy-concerns-202602241616,"USD/JPY advances on US confidence rebound, Japanese monetary policy concerns",keyword-sentiment-v1.1-standard,llm-horizon-v1-default,7,bullish,medium,0.9,100.0,100.0,0.0,neutral,False
2026-02-24,2026-02-24,2026-02-27,USD,https://www.fxstreet.com/news/silver-price-forecast-xag-usd-pulls-back-from-89-as-tariff-rally-fades-into-profit-taking-202602241608,Silver Price Forecast: XAG/USD pulls back from $89 as tariff rally fades into profit-taking,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,3,bullish,small,0.9,100.0,100.0,0.0,neutral,False
2026-02-24,2026-02-24,2026-03-03,USD,https://www.channelnewsasia.com/business/cryptocom-gets-conditional-us-approval-national-trust-bank-charter-5948021,Crypto.com gets conditional US approval for national trust bank charter,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,7,bullish,small,0.9,100.0,100.0,0.0,neutral,False
2026-02-24,2026-02-24,2026-03-26,USD,https://financialpost.com/fp-finance/omers-stock-gains-offset-losses-pe-us-dollar,"OMERS earns 6% as stock gains offset losses from private equity, U.S. dollar",keyword-sentiment-v1.1-standard,llm-horizon-v1-default,30,bullish,small,0.9,100.0,100.0,0.0,neutral,False
2026-02-24,2026-02-24,2026-03-03,USD,https://investinglive.com/news/investinglive-americas-market-news-wrap-us-consumer-confidence-bounces-from-11-year-low-20260224/,investingLive Americas market news wrap: US consumer confidence bounces from 11-year low,llm-sentiment-v1-haiku,llm-horizon-v1-default,7,bullish,medium,0.7,100.0,100.0,0.0,neutral,False
2026-02-24,2026-02-24,2026-03-03,USD,https://investinglive.com/news/richmond-fed-composite-index-for-february-10-versus-8-estimate-20260224/,Richmond Fed composite index for February -10 versus -8 estimate,llm-sentiment-v1-haiku,llm-horizon-v1-default,7,bearish,medium,0.8,100.0,100.0,0.0,neutral,False
2026-02-24,2026-02-24,2026-03-03,USD,https://investinglive.com/news/investinglive-asia-pacific-fx-news-wrap-tariff-uncertainty-persists-china-rises-20260224/,"investingLive Asia-Pacific FX news wrap: Tariff uncertainty persists, China rises",llm-sentiment-v1-haiku,llm-horizon-v1-default,7,bearish,medium,0.8,100.0,100.0,0.0,neutral,False
2026-02-24,2026-02-24,2026-03-03,USD,https://investinglive.com/news/us-february-dallas-fed-manufacturing-index-02-vs-12-prior-20260223/,US February Dallas Fed manufacturing index +0.2 vs -1.2 prior,llm-sentiment-v1-haiku,llm-horizon-v1-default,7,bullish,medium,0.8,100.0,100.0,0.0,neutral,False
2026-02-24,2026-02-24,2026-02-27,USD,https://www.fxstreet.com/news/forex-today-us-dollar-firms-after-trumps-tariff-ruling-and-hawkish-fed-stance-202602242033,Forex Today: US Dollar firms after Trump’s tariff ruling and hawkish Fed stance,llm-sentiment-v1-haiku,llm-horizon-v1-default,3,bullish,medium,0.8,100.0,100.0,0.0,neutral,False
2026-02-24,2026-02-24,2026-02-25,USD,https://www.fxstreet.com/news/usd-chf-price-forecast-tests-20-day-sma-as-franc-outperforms-202602242013,USD/CHF Price Forecast: Tests 20-day SMA as Franc outperforms,llm-sentiment-v1-haiku,llm-horizon-v1-default,1,bearish,small,0.8,100.0,100.0,0.0,neutral,False
2026-02-24,2026-02-24,2026-02-27,USD,https://www.fxstreet.com/news/inr-cautious-relief-after-us-tariff-ruling-dbs-202602241943,INR: Cautious relief after US tariff ruling – DBS,llm-sentiment-v1-haiku,llm-horizon-v1-default,3,bullish,small,0.7,100.0,100.0,0.0,neutral,False
2026-02-24,2026-02-24,2026-02-27,USD,https://www.fxstreet.com/news/gold-pulls-back-from-5-249-as-us-dollar-firms-on-fed-rhetoric-202602241900,"Gold pulls back from $5,249 as US Dollar firms on Fed rhetoric",llm-sentiment-v1-haiku,llm-horizon-v1-default,3,bullish,medium,0.8,100.0,100.0,0.0,neutral,False
2026-02-24,2026-02-24,2026-03-03,USD,https://www.fxstreet.com/news/usd-jpy-price-forecast-bullish-bias-builds-above-15500-support-202602241752,USD/JPY Price Forecast: Bullish bias builds above 155.00 support,llm-sentiment-v1-haiku,llm-horizon-v1-default,7,bullish,medium,0.8,100.0,100.0,0.0,neutral,False
2026-02-24,2026-02-24,2026-03-03,USD,https://www.fxstreet.com/news/gbp-usd-rises-past-13500-as-bailey-hints-at-easing-us-dollar-firms-202602241633,GBP/USD rises past 1.3500 as Bailey hints at easing despite firmer US Dollar,llm-sentiment-v1-haiku,llm-horizon-v1-default,7,bullish,medium,0.8,100.0,100.0,0.0,neutral,False
2026-02-24,2026-02-24,2026-03-03,USD,https://www.fxstreet.com/news/usd-jpy-advances-on-us-confidence-rebound-japanese-monetary-policy-concerns-202602241616,"USD/JPY advances on US confidence rebound, Japanese monetary policy concerns",llm-sentiment-v1-haiku,llm-horizon-v1-default,7,bullish,medium,0.8,100.0,100.0,0.0,neutral,False
2026-02-24,2026-02-24,2026-02-25,USD,https://www.fxstreet.com/news/usd-cad-steadies-as-stronger-us-dollar-pressures-loonie-202602241615,USD/CAD steadies as stronger US Dollar pressures Loonie,llm-sentiment-v1-haiku,llm-horizon-v1-default,1,bullish,small,0.8,100.0,100.0,0.0,neutral,False
2026-02-24,2026-02-24,2026-02-27,USD,https://www.fxstreet.com/news/silver-price-forecast-xag-usd-pulls-back-from-89-as-tariff-rally-fades-into-profit-taking-202602241608,Silver Price Forecast: XAG/USD pulls back from $89 as tariff rally fades into profit-taking,llm-sentiment-v1-haiku,llm-horizon-v1-default,3,bullish,medium,0.8,100.0,100.0,0.0,neutral,False
2026-02-24,2026-02-24,2026-02-27,USD,https://www.fxstreet.com/news/nzd-usd-struggles-as-us-dollar-gains-on-fed-signals-trade-tensions-202602241435,"NZD/USD struggles as US Dollar gains on Fed signals, trade tensions",llm-sentiment-v1-haiku,llm-horizon-v1-default,3,bearish,small,0.8,100.0,100.0,0.0,neutral,False
2026-02-24,2026-02-24,2026-03-10,USD,https://www.fxstreet.com/news/usd-squeeze-risk-on-geopolitical-escalation-ocbc-202602241431,USD: Squeeze risk on geopolitical escalation – OCBC,llm-sentiment-v1-haiku,llm-horizon-v1-default,14,bearish,medium,0.8,100.0,100.0,0.0,neutral,False
2026-02-24,2026-02-24,2026-03-26,USD,https://financialpost.com/pmn/business-pmn/omers-earns-6-as-stock-gains-offset-losses-from-pe-us-dollar,"Omers Earns 6% as Stock Gains Offset Losses From PE, US Dollar",llm-sentiment-v1-haiku,llm-horizon-v1-default,30,bearish,medium,0.8,100.0,100.0,0.0,neutral,False
2026-02-24,2026-02-24,2026-03-26,USD,https://financialpost.com/fp-finance/omers-stock-gains-offset-losses-pe-us-dollar,"OMERS earns 6% as stock gains offset losses from private equity, U.S. dollar",llm-sentiment-v1-haiku,llm-horizon-v1-default,30,bearish,small,0.7,100.0,100.0,0.0,neutral,False
2026-02-24,2026-02-24,2026-03-26,USD,https://finance.yahoo.com/news/walmart-dollar-stores-beat-traditional-133039370.html,"Walmart, Dollar Stores Beat Traditional Grocers' Reach As Affordability Crunch Intensifies, Report Finds",llm-sentiment-v1-haiku,llm-horizon-v1-default,30,bearish,medium,0.7,100.0,100.0,0.0,neutral,False
2026-02-24,2026-02-24,2026-03-03,GBP,https://www.fxstreet.com/news/boes-pill-bearing-down-on-inflationary-pressures-remains-necessary-202602241706,BoE’s Pill: Bearing down on inflationary pressures remains necessary,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,7,bearish,small,0.9,100.0,100.0,0.0,neutral,False
2026-02-24,2026-02-24,2026-03-03,GBP,https://www.fxstreet.com/news/boes-governor-bailey-rate-cut-at-next-meeting-is-a-genuinely-open-question-202602241705,BoE’s Governor Bailey: Rate cut at next meeting is a genuinely open question,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,7,bearish,small,0.75,100.0,100.0,0.0,neutral,False
2026-02-24,2026-02-24,2026-03-03,GBP,https://www.fxstreet.com/news/bank-of-england-cuts-on-the-table-conviction-still-building-202602241538,"Bank of England: Cuts on the table, conviction still building",keyword-sentiment-v1.1-standard,llm-horizon-v1-default,7,bearish,small,0.9,100.0,100.0,0.0,neutral,False
2026-02-24,2026-02-24,2026-03-03,GBP,https://www.fxstreet.com/news/gbp-jpy-climbs-above-two-week-range-as-yen-weakens-bailey-testimony-eyed-202602241413,"GBP/JPY climbs above two-week range as Yen weakens, Bailey testimony eyed",keyword-sentiment-v1.1-standard,llm-horizon-v1-default,7,bullish,medium,0.86,100.0,100.0,0.0,neutral,False
2026-02-24,2026-02-24,2026-03-03,GBP,https://www.fxstreet.com/news/boes-pill-bearing-down-on-inflationary-pressures-remains-necessary-202602241706,BoE’s Pill: Bearing down on inflationary pressures remains necessary,llm-sentiment-v1-haiku,llm-horizon-v1-default,7,bearish,medium,0.8,100.0,100.0,0.0,neutral,False
2026-02-24,2026-02-24,2026-03-03,GBP,https://www.fxstreet.com/news/boes-governor-bailey-rate-cut-at-next-meeting-is-a-genuinely-open-question-202602241705,BoE’s Governor Bailey: Rate cut at next meeting is a genuinely open question,llm-sentiment-v1-haiku,llm-horizon-v1-default,7,bearish,medium,0.8,100.0,100.0,0.0,neutral,False
2026-02-24,2026-02-24,2026-03-03,GBP,https://www.fxstreet.com/news/bank-of-england-cuts-on-the-table-conviction-still-building-202602241538,"Bank of England: Cuts on the table, conviction still building",llm-sentiment-v1-haiku,llm-horizon-v1-default,7,bearish,medium,0.8,100.0,100.0,0.0,neutral,False
2026-02-24,2026-02-24,2026-03-03,GBP,https://www.fxstreet.com/news/gbp-jpy-climbs-above-two-week-range-as-yen-weakens-bailey-testimony-eyed-202602241413,"GBP/JPY climbs above two-week range as Yen weakens, Bailey testimony eyed",llm-sentiment-v1-haiku,llm-horizon-v1-default,7,bullish,medium,0.8,100.0,100.0,0.0,neutral,False
2026-02-24,2026-02-24,2026-03-03,JPY,https://timesofindia.indiatimes.com/india/political-messaging-behind-timing-of-installation-of-rajajis-bust/articleshow/128727022.cms,Political messaging behind timing of installation of Rajaji’s bust?,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,7,bullish,small,0.9,100.0,100.0,0.0,neutral,False
2026-02-24,2026-02-24,2026-03-03,CHF,https://www.fxstreet.com/news/france-growth-outlook-softens-on-weaker-business-climate-ing-202602241528,France: Growth outlook softens on weaker business climate – ING,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,7,bearish,small,0.9,100.0,100.0,0.0,neutral,False
2026-02-24,2026-02-24,2026-03-03,CHF,https://www.fxstreet.com/news/france-growth-outlook-softens-on-weaker-business-climate-ing-202602241528,France: Growth outlook softens on weaker business climate – ING,llm-sentiment-v1-haiku,llm-horizon-v1-default,7,bearish,medium,0.7,100.0,100.0,0.0,neutral,False
2026-02-24,2026-02-24,2026-03-03,AUD,https://www.fxstreet.com/news/australia-cpi-set-to-show-persistent-inflation-reinforcing-hawkish-rate-outlook-202602242000,"Australia CPI expected to point to sticky inflation, supporting hawkish stance",keyword-sentiment-v1.1-standard,llm-horizon-v1-default,7,bullish,small,0.75,100.0,100.0,0.0,neutral,False
2026-02-24,2026-02-24,2026-03-03,AUD,https://investinglive.com/news/australia-january-cpi-preview-core-inflation-steady-electricity-lifts-headline-20260223/,"Australia January CPI preview: core inflation steady, electricity lifts headline",llm-sentiment-v1-haiku,llm-horizon-v1-default,7,bullish,medium,0.8,100.0,100.0,0.0,neutral,False
2026-02-24,2026-02-24,2026-03-03,AUD,https://www.fxstreet.com/news/australia-cpi-set-to-show-persistent-inflation-reinforcing-hawkish-rate-outlook-202602242000,"Australia CPI expected to point to sticky inflation, supporting hawkish stance",llm-sentiment-v1-haiku,llm-horizon-v1-default,7,bullish,medium,0.8,100.0,100.0,0.0,neutral,False
2026-02-24,2026-02-24,2026-03-03,CAD,https://www.fxstreet.com/news/cny-pboc-on-hold-as-yuan-firms-bny-202602241907,CNY: PBoC on hold as Yuan firms – BNY,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,7,bearish,medium,0.64,100.0,100.0,0.0,neutral,False
2026-02-24,2026-02-24,2026-03-10,CNY,https://investinglive.com/news/china-says-it-expects-to-hold-trade-talks-with-the-us-in-the-near-future-20260224/,China says it expects to hold trade talks with the US in the near future,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,14,bullish,small,0.9,100.0,100.0,0.0,neutral,False
2026-02-24,2026-02-24,2026-03-10,CNY,https://investinglive.com/news/china-adds-20-japanese-firms-to-export-control-list-tightening-dual-use-trade-20260224/,"China adds 20 Japanese firms to export control list, tightening dual-use trade",keyword-sentiment-v1.1-standard,llm-horizon-v1-default,14,bullish,small,0.9,100.0,100.0,0.0,neutral,False
2026-02-24,2026-02-24,2026-03-10,CNY,https://investinglive.com/news/china-says-it-expects-to-hold-trade-talks-with-the-us-in-the-near-future-20260224/,China says it expects to hold trade talks with the US in the near future,llm-sentiment-v1-haiku,llm-horizon-v1-default,14,bullish,medium,0.8,100.0,100.0,0.0,neutral,False
2026-02-24,2026-02-24,2026-03-10,CNY,https://investinglive.com/news/china-adds-20-japanese-firms-to-export-control-list-tightening-dual-use-trade-20260224/,"China adds 20 Japanese firms to export control list, tightening dual-use trade",llm-sentiment-v1-haiku,llm-horizon-v1-default,14,bearish,medium,0.8,100.0,100.0,0.0,neutral,False
2026-02-24,2026-02-24,2026-03-26,CNY,https://www.fxstreet.com/news/china-ai-strategy-deepens-global-tech-rivalry-bnp-paribas-202602242056,China: AI strategy deepens global tech rivalry – BNP Paribas,llm-sentiment-v1-haiku,llm-horizon-v1-default,30,bullish,medium,0.7,100.0,100.0,0.0,neutral,False
2026-02-28,2026-02-24,2026-03-03,EUR,https://investinglive.com/news/investinglive-european-fx-news-wrap-jpy-down-as-takaichi-opposes-further-boj-rate-hikes-20260224/,investingLive European FX news wrap: JPY down as Takaichi opposes further BoJ rate hikes,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,7,bearish,small,0.75,100.0,100.0974,0.1,neutral,False
2026-02-28,2026-02-24,2026-03-03,EUR,https://investinglive.com/news/investinglive-americas-fx-news-wrap-23-feb-usd-is-mixed-as-markets-react-to-tariff-news-20260223/,investingLive Americas FX news wrap 23 Feb: USD is mixed as markets react to tariff news,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,7,bearish,small,0.75,100.0,100.0974,0.1,neutral,False
2026-02-28,2026-02-24,2026-03-10,EUR,https://www.fxstreet.com/news/european-gas-weather-relief-but-new-risks-commerzbank-202602241506,European gas: Weather relief but new risks – Commerzbank,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,14,bearish,small,0.9,100.0,100.0974,0.1,neutral,False
2026-02-28,2026-02-24,2026-03-03,EUR,https://investinglive.com/news/investinglive-americas-fx-news-wrap-23-feb-usd-is-mixed-as-markets-react-to-tariff-news-20260223/,investingLive Americas FX news wrap 23 Feb: USD is mixed as markets react to tariff news,llm-sentiment-v1-haiku,llm-horizon-v1-default,7,bullish,medium,0.7,100.0,100.0974,0.1,neutral,False
2026-02-28,2026-02-24,2026-03-10,EUR,https://investinglive.com/news/european-parliament-postpones-vote-on-eu-us-trade-deal-report-20260223/,European Parliament postpones vote on EU-US trade deal - report,llm-sentiment-v1-haiku,llm-horizon-v1-default,14,bearish,medium,0.8,100.0,100.0974,0.1,neutral,False
2026-02-28,2026-02-24,2026-03-03,EUR,https://www.fxstreet.com/news/eur-usd-supreme-court-tariff-ruling-and-fed-speaker-lineup-drive-midweek-volatility-202602241600,EUR/USD: Supreme Court tariff ruling and Fed speaker lineup drive midweek volatility,llm-sentiment-v1-haiku,llm-horizon-v1-default,7,bullish,small,0.7,100.0,100.0974,0.1,neutral,False
2026-02-28,2026-02-24,2026-03-10,EUR,https://www.fxstreet.com/news/european-gas-weather-relief-but-new-risks-commerzbank-202602241506,European gas: Weather relief but new risks – Commerzbank,llm-sentiment-v1-haiku,llm-horizon-v1-default,14,bullish,small,0.7,100.0,100.0974,0.1,neutral,False
2026-02-28,2026-02-28,2026-03-30,EUR,https://financialpost.com/globe-newswire/ipsen-receives-positive-chmp-opinion-for-ojemda-for-the-treatment-as-monotherapy-of-children-with-relapsed-or-refractory-braf-altered-pediatric-low-grade-glioma,Ipsen receives positive CHMP opinion for Ojemda® for the treatment as monotherapy of children with relapsed or refractory BRAF-altered pediatric low-grade glioma,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,30,bullish,small,0.9,100.0974,100.0974,0.0,neutral,False
2026-02-28,2026-02-28,2026-03-30,EUR,https://www.globenewswire.com/news-release/2026/02/27/3246394/0/en/Ipsen-receives-positive-CHMP-opinion-for-Ojemda-for-the-treatment-as-monotherapy-of-children-with-relapsed-or-refractory-BRAF-altered-pediatric-low-grade-glioma.html,Ipsen receives positive CHMP opinion for Ojemda® for the treatment as monotherapy of children with relapsed or refractory BRAF-altered pediatric low-grade glioma,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,30,bullish,small,0.9,100.0974,100.0974,0.0,neutral,False
2026-02-28,2026-02-27,2026-03-02,EUR,https://investinglive.com/news/germany-february-preliminary-cpi-19-vs-20-yy-expected-20260227/,Germany February preliminary CPI +1.9% vs +2.0% y/y expected,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,3,bearish,small,0.9,100.0351,100.0974,0.06,neutral,False
2026-02-28,2026-02-27,2026-03-02,EUR,https://investinglive.com/news/investinglive-european-markets-wrap-dollar-steady-risk-trades-on-edge-amid-cautious-mood-20260227/,"investingLive European markets wrap: Dollar steady, risk trades on edge amid cautious mood",keyword-sentiment-v1.1-standard,llm-horizon-v1-default,3,bearish,small,0.75,100.0351,100.0974,0.06,neutral,False
2026-02-28,2026-02-27,2026-03-06,EUR,https://investinglive.com/news/spain-february-preliminary-cpi-23-vs-22-yy-expected-20260227/,Spain February preliminary CPI +2.3% vs +2.2% y/y expected,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,7,bearish,small,0.9,100.0351,100.0974,0.06,neutral,False
2026-02-28,2026-02-27,2026-03-06,EUR,https://investinglive.com/news/heads-up-germany-states-cpi-readings-due-later-today-20260227/,Heads up: Germany states' CPI readings due later today,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,7,bearish,medium,0.9,100.0351,100.0974,0.06,neutral,False
2026-02-28,2026-02-27,2026-03-06,EUR,https://www.fxstreet.com/news/week-ahead-us-dollar-slips-on-trade-uncertainty-as-nfp-eurozone-hicp-loom-202602272051,"Week Ahead: US Dollar slips on trade uncertainty as NFP, Eurozone HICP loom",keyword-sentiment-v1.1-standard,llm-horizon-v1-default,7,bearish,small,0.9,100.0351,100.0974,0.06,neutral,False
2026-02-28,2026-02-27,2026-03-02,EUR,https://www.fxstreet.com/news/eur-usd-steadies-as-strong-us-ppi-data-fails-to-lift-dollar-202602271613,EUR/USD steadies as strong US PPI data fails to lift Dollar,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,3,bullish,small,0.9,100.0351,100.0974,0.06,neutral,False
2026-02-28,2026-02-27,2026-03-06,EUR,https://www.fxstreet.com/news/eur-gbp-gains-mmid-uk-political-jitters-and-dovish-boe-bets-202602271348,EUR/GBP gains amid UK political jitters and dovish BoE bets,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,7,bearish,medium,0.9,100.0351,100.0974,0.06,neutral,False
2026-02-28,2026-02-27,2026-03-06,EUR,https://investinglive.com/news/spain-february-preliminary-cpi-23-vs-22-yy-expected-20260227/,Spain February preliminary CPI +2.3% vs +2.2% y/y expected,llm-sentiment-v1-haiku,llm-horizon-v1-default,7,bearish,medium,0.8,100.0351,100.0974,0.06,neutral,False
2026-02-28,2026-02-27,2026-03-06,EUR,https://investinglive.com/news/heads-up-germany-states-cpi-readings-due-later-today-20260227/,Heads up: Germany states' CPI readings due later today,llm-sentiment-v1-haiku,llm-horizon-v1-default,7,bearish,medium,0.7,100.0351,100.0974,0.06,neutral,False
2026-02-28,2026-02-27,2026-03-06,EUR,https://www.fxstreet.com/news/week-ahead-us-dollar-slips-on-trade-uncertainty-as-nfp-eurozone-hicp-loom-202602272051,"Week Ahead: US Dollar slips on trade uncertainty as NFP, Eurozone HICP loom",llm-sentiment-v1-haiku,llm-horizon-v1-default,7,bullish,medium,0.7,100.0351,100.0974,0.06,neutral,False
2026-02-28,2026-02-27,2026-03-06,EUR,https://www.fxstreet.com/news/eur-gbp-gains-mmid-uk-political-jitters-and-dovish-boe-bets-202602271348,EUR/GBP gains amid UK political jitters and dovish BoE bets,llm-sentiment-v1-haiku,llm-horizon-v1-default,7,bullish,medium,0.8,100.0351,100.0974,0.06,neutral,False
2026-02-28,2026-02-25,2026-03-04,EUR,https://investinglive.com/news/investinglive-european-fx-news-wrap-jpy-extends-losses-rba-bullock-signals-patience-20260225/,"investingLive European FX news wrap: JPY extends losses, RBA Bullock signals patience",keyword-sentiment-v1.1-standard,llm-horizon-v1-default,7,bearish,medium,0.9,100.1381,100.0974,-0.04,neutral,False
2026-02-28,2026-02-25,2026-03-04,EUR,https://investinglive.com/news/eurozone-january-final-cpi-17-vs-17-yy-prelim-20260225/,Eurozone January final CPI +1.7% vs +1.7% y/y prelim,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,7,bearish,small,0.5,100.1381,100.0974,-0.04,neutral,False
2026-02-28,2026-02-25,2026-03-11,EUR,https://www.fxstreet.com/news/eurozone-household-lending-faces-modest-tightening-bnp-paribas-202602251506,Eurozone: Household lending faces modest tightening – BNP Paribas,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,14,bullish,small,0.9,100.1381,100.0974,-0.04,neutral,False
2026-02-28,2026-02-25,2026-02-28,EUR,https://www.fxstreet.com/news/eur-gbp-slips-as-softer-eurozone-inflation-weighs-on-the-euro-202602251430,EUR/GBP slips as softer Eurozone inflation weighs on the Euro,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,3,bearish,medium,0.9,100.1381,100.0974,-0.04,neutral,False
2026-02-28,2026-02-25,2026-03-04,EUR,https://www.fxstreet.com/news/eurozone-softer-inflation-underpins-euro-rates-outlook-bny-202602251241,Eurozone: Softer inflation underpins Euro rates outlook – BNY,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,7,bearish,small,0.75,100.1381,100.0974,-0.04,neutral,False
